,gold,debt,stock_t,ceiling,ratio,real10,band_p10,band_p50,band_p90,pctile_20y,model_ratio
1984-08-01,348,1572267000000.0,109823.82279266014,445.285629899376,0.7815208410804537,,0.27673134792019294,0.6812196735718402,1.421936771410685,0.5758928571428571,
1984-09-01,340,1572267000000.0,109981.06243338488,444.6490061851099,0.7646480600891212,,0.27674382706553613,0.6813947294259919,1.4181925506977038,0.56,
1984-10-01,341,1662966000000.0,110133.44417519835,469.6486588346036,0.7260746806903801,,0.27675630677362384,0.6852272613879451,1.4144581892056325,0.5221238938053098,
1984-11-01,342,1662966000000.0,110291.12711459646,468.977203360833,0.7292465338381571,,0.27676878704448155,0.6890813495795036,1.41073366097333,0.5242290748898678,
1984-12-01,320,1662966000000.0,110443.93845942662,468.3283217821796,0.6832813330235292,,0.2767812678781346,0.6861752131214999,1.4070189401080175,0.4956140350877193,
1985-01-01,303,1710731000000.0,110602.0659472702,481.09121165049265,0.6298181980096658,,0.27679374927460837,0.6832813330235292,1.403314000785096,0.4279475982532751,
1985-02-01,299,1710731000000.0,110760.41983325534,480.4033967885335,0.6223936008754231,,0.2768062312339283,0.6823373791881834,1.3996188172479662,0.41304347826086957,
1985-03-01,314,1710731000000.0,110903.64401327336,479.78298991917336,0.654462552023568,,0.2768187137561196,0.6813947294259919,1.3959333638078548,0.46320346320346323,
1985-04-01,327,1774640000000.0,111062.42968195867,496.99501597935887,0.6579542842207917,,0.27690039420841894,0.6812196735718402,1.3942537955614858,0.4698275862068966,
1985-05-01,316,1774640000000.0,111216.30968739346,496.3073686731776,0.6367022130757212,,0.2769820987620379,0.681044662690963,1.3925762481490387,0.44206008583690987,
1985-06-01,317,1774640000000.0,111375.54301339953,495.5977993108478,0.6396315731038424,,0.27706382742408786,0.6798097425323283,1.390900719139073,0.4444444444444444,
1985-07-01,317,1823103000000.0,111529.85684583848,508.4274598106852,0.623491107498474,,0.27714558020168273,0.6785770616215459,1.389227206103074,0.4085106382978723,
1985-08-01,330,1823103000000.0,111689.5390912255,507.7005623853795,0.649989431663279,,0.277227357101938,0.6765267686520603,1.3875557066154494,0.4533898305084746,
1985-09-01,323,1823103000000.0,111849.44996076945,506.9747042034441,0.6371126553690599,,0.27730915813197166,0.6744826705593228,1.3858862182535248,0.4430379746835443,
1985-10-01,326,1945942000000.0,112004.42040412394,540.3854738384729,0.6032730629940007,,0.27739098329890355,0.673683322723498,1.3842187385975406,0.3907563025210084,
1985-11-01,322,1945942000000.0,112164.782103217,539.6128861231043,0.5967240743886548,,0.2774728326098557,0.672884922216627,1.382553265230649,0.3891213389121339,
1985-12-01,322,1945942000000.0,112320.18944779842,538.8662723028589,0.5975508517612815,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.39166666666666666,
1986-01-01,347,1986816000000.0,112481.00324744414,549.3984185544939,0.6315999250834786,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.42916666666666664,
1986-02-01,339,1986816000000.0,112642.0472913432,548.6129450553581,0.6179219849903341,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.4,
1986-03-01,346,1986816000000.0,112787.7046018079,547.9044503985601,0.6314969694958865,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.425,
1986-04-01,340,2059349000000.0,112949.18776364643,567.0949481826875,0.5995468679267273,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.37916666666666665,
1986-05-01,342,2059349000000.0,113105.68192352298,566.3103099047795,0.6039091890407302,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.38333333333333336,
1986-06-01,343,2059349000000.0,113267.62034760384,565.5006575182874,0.6065421771660945,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.38333333333333336,
1986-07-01,348,2125304000000.0,113424.55570445304,582.8045186678103,0.5971127348076632,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.3625,
1986-08-01,377,2125304000000.0,113586.95067427664,581.9712845536775,0.6477982849087253,,0.2775547060719523,0.6701764765799739,1.3808897957389092,0.4583333333333333,
1986-09-01,418,2125304000000.0,113749.57815218516,581.1392417122041,0.7192768445105363,,0.2775547060719523,0.673683322723498,1.3808897957389092,0.5416666666666666,
1986-10-01,424,2214835000000.0,113907.18127463068,604.7824922031533,0.7010784959323418,,0.2775547060719523,0.6765267686520603,1.3808897957389092,0.5291666666666667,
1986-11-01,398,2214835000000.0,114070.2672409005,603.9178362370573,0.659030047000917,,0.2775547060719523,0.6765267686520603,1.3808897957389092,0.4791666666666667,
1986-12-01,391,2214835000000.0,114228.31468676716,603.0822494406284,0.6483361106427205,,0.2775547060719523,0.6765267686520603,1.3808897957389092,0.44583333333333336,
1987-01-01,408,2246724000000.0,114391.86043399402,610.8907353783035,0.6678772100666083,,0.2779123291330225,0.6765267686520603,1.3808897957389092,0.4875,
1987-02-01,401,2246724000000.0,114555.64033692484,610.017346472726,0.6573583559855848,,0.278235739552587,0.6765267686520603,1.3808897957389092,0.4666666666666667,
1987-03-01,409,2246724000000.0,114703.77211250314,609.2295523923541,0.6713397247292382,,0.2797154617190642,0.6765267686520603,1.3808897957389092,0.4875,
1987-04-01,438,2309296000000.0,114867.99859322573,625.3015232258201,0.7004620710668277,,0.2797154617190642,0.6798097425323283,1.3808897957389092,0.525,
1987-05-01,460,2309296000000.0,115027.15131749464,624.4363497448546,0.7366643536814544,,0.2797154617190642,0.6812196735718402,1.3808897957389092,0.5541666666666667,
1987-06-01,450,2309296000000.0,115191.84079457556,623.5435947094247,0.7216816976681524,,0.2797154617190642,0.6823373791881834,1.3808897957389092,0.5375,
1987-07-01,451,2350277000000.0,115351.44221098858,633.7310108185073,0.7116584044348758,,0.28036507346544104,0.6861752131214999,1.3808897957389092,0.5291666666666667,
1987-08-01,461,2350277000000.0,115516.59598973273,632.8249672301616,0.7284794751663646,,0.2815093153724016,0.6892183890669167,1.3808897957389092,0.5416666666666666,
1987-09-01,460,2350277000000.0,115681.9862264709,631.9202190099925,0.727939993312235,,0.28326617273673266,0.6926315050736617,1.3808897957389092,0.5375,
1987-10-01,465,2431715000000.0,115842.26675265974,652.9118700206426,0.7121941281069043,,0.2845899268501235,0.6981889086774492,1.3808897957389092,0.5208333333333334,
1987-11-01,468,2431715000000.0,116008.12326668142,651.9784036074668,0.7178151874517706,,0.28796752991001895,0.7007702157206631,1.3808897957389092,0.5208333333333334,
1987-12-01,486,2431715000000.0,116168.8556645758,651.0763197263124,0.7464562682978485,,0.288702483918672,0.7016761545304101,1.3808897957389092,0.5625,
1988-01-01,477,2487551000000.0,116335.17977043564,665.0738400413064,0.7172135953661544,,0.2891038233089351,0.7061608727298002,1.3808897957389092,0.5125,
1988-02-01,442,2487551000000.0,116501.7420098988,664.1229856910237,0.6655393797883633,,0.28931003071648304,0.7061608727298002,1.3808897957389092,0.42916666666666664,
1988-03-01,444,2487551000000.0,116657.77418445647,663.234707525633,0.6694462683601945,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.44166666666666665,
1988-04-01,452,2547656000000.0,116824.7982966579,678.2888596292664,0.6663827565250747,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.425,
1988-05-01,451,2547656000000.0,116986.6622199332,677.350372336355,0.6658297070752105,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.42083333333333334,
1988-06-01,451,2547656000000.0,117154.15721573,676.3819662595777,0.6667830050142378,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.42916666666666664,
1988-07-01,438,2602183000000.0,117316.47747471128,689.9025629909881,0.6348722609481324,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.3416666666666667,
1988-08-01,431,2602183000000.0,117484.4446816445,688.9162110796719,0.6256203484086044,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.30833333333333335,
1988-09-01,413,2602183000000.0,117652.65237468175,687.9312693531341,0.6003506722239075,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.26666666666666666,
1988-10-01,407,2684392000000.0,117815.66331221192,708.6827155687679,0.5743049619509257,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.2375,
1988-11-01,420,2684392000000.0,117984.34522566096,707.6695137218468,0.5934973767501919,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.24166666666666667,
1988-12-01,419,2684392000000.0,118147.815732623,706.6903750602274,0.5929046365804698,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.2375,
1989-01-01,404,2740898000000.0,118316.97320343224,720.5344673954758,0.5606948984138725,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.22083333333333333,
1989-02-01,388,2740898000000.0,118486.37286449908,719.504321129598,0.5392601386894422,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.20833333333333334,
1989-03-01,390,2740898000000.0,118639.58746609032,718.5751323970718,0.5427407412486033,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.20833333333333334,
1989-04-01,384,2799923000000.0,118809.44902831364,733.0001165694702,0.5238744050917301,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.19166666666666668,
1989-05-01,371,2799923000000.0,118974.06273894948,731.9859302308076,0.5068403430691862,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.1875,
1989-06-01,368,2799923000000.0,119144.4031842639,730.9394118381094,0.5034617015308865,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.18333333333333332,
1989-07-01,375,2857431000000.0,119309.48098295803,744.9201689350432,0.5034096479574577,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.17916666666666667,
1989-08-01,365,2857431000000.0,119480.30166145718,743.855158494697,0.4906869245064221,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.175,
1989-09-01,362,2857431000000.0,119651.36691150222,742.7916706970248,0.4873506452492992,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.17083333333333334,
1989-10-01,367,2952994000000.0,119817.14712217606,766.5712503257888,0.4787552361819294,,0.29120815134937206,0.7061608727298002,1.3808897957389092,0.16666666666666666,
1989-11-01,394,2952994000000.0,119988.69464881532,765.4752853903335,0.5147128947462887,,0.2953532305573311,0.7061608727298002,1.3808897957389092,0.1875,
1989-12-01,409,2952994000000.0,120154.94223620874,764.4161660812397,0.5350488623189751,,0.30624661320820007,0.7061608727298002,1.3808897957389092,0.2,
1990-01-01,410,3051958000000.0,120326.97339910304,788.9046160921283,0.5197079490179078,,0.31984634015155056,0.7061608727298002,1.3808897957389092,0.18333333333333332,
1990-02-01,417,3051958000000.0,120499.25086664748,787.7767212013554,0.5293378044531161,,0.3216436646334462,0.7061608727298002,1.3808897957389092,0.1875,
1990-03-01,393,3051958000000.0,120655.06831862305,786.7593635127491,0.4995174105654372,,0.3287638038004374,0.7061608727298002,1.3808897957389092,0.15833333333333333,
1990-04-01,374,3143754000000.0,120827.81553422356,809.2646471854653,0.4621479528368519,,0.3661214897749221,0.7061608727298002,1.3808897957389092,0.1375,
1990-05-01,369,3143754000000.0,120995.2257463387,808.1449404746679,0.4566012623716557,,0.4030938817438566,0.7061608727298002,1.3808897957389092,0.13333333333333333,
1990-06-01,352,3143754000000.0,121168.4599804236,806.9895377418502,0.436189050213687,,0.4112134270312172,0.7061608727298002,1.3808897957389092,0.12083333333333333,
1990-07-01,363,3233313000000.0,121336.34216464832,828.8306206564346,0.4379664444739067,,0.4137045673045184,0.7061608727298002,1.3808897957389092,0.12083333333333333,
1990-08-01,395,3233313000000.0,121510.06479024696,827.6456436601212,0.4772573903164404,,0.4177434495497109,0.7061608727298002,1.3808897957389092,0.14166666666666666,
1990-09-01,389,3233313000000.0,121684.03614223796,826.4623608223569,0.4706808421534555,,0.41910954296309333,0.7061608727298002,1.3808897957389092,0.1375,
1990-10-01,381,3364820000000.0,121852.63267120384,858.8866601384967,0.4435975288503878,,0.4312859149571044,0.7061608727298002,1.3808897957389092,0.11666666666666667,
1990-11-01,382,3364820000000.0,122027.09449283202,857.6587121002132,0.4453986120709576,,0.4358336955582497,0.7061608727298002,1.3808897957389092,0.12083333333333333,
1990-12-01,377,3364820000000.0,122196.16633843744,856.4720468741313,0.4401778217700602,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.10833333333333334,
1991-01-01,384,3465189000000.0,122371.12001246194,880.7586753555116,0.4359877577646354,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.09166666666666666,
1991-02-01,364,3465189000000.0,122546.32417542546,879.4994569535984,0.4138717734526177,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.07083333333333333,
1991-03-01,363,3465189000000.0,122704.78869569968,878.3636458657915,0.4132684699651882,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.06666666666666667,
1991-04-01,358,3537988000000.0,122880.47058692414,895.5347179554986,0.3997611626016155,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.05416666666666667,
1991-05-01,357,3537988000000.0,123050.72480822916,894.2956471065074,0.3991968440806718,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.05,
1991-06-01,367,3537988000000.0,123226.90199153748,893.0170749310669,0.4109663860887869,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.058333333333333334,
1991-07-01,368,3665303000000.0,123397.63620293976,923.8723708348642,0.3983234174082444,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.041666666666666664,
1991-08-01,356,3665303000000.0,123574.31007468671,922.5515128939476,0.3858863109803648,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.0375,
1991-09-01,349,3665303000000.0,123751.23689825606,921.2325433802158,0.378840285775661,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.03333333333333333,
1991-10-01,359,3801698000000.0,123922.69758987783,954.1918286798408,0.3762346199261521,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.029166666666666667,
1991-11-01,360,3801698000000.0,124100.12321531304,952.8276230884012,0.377822799503998,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.029166666666666667,
1991-12-01,362,3801698000000.0,124272.0672983798,951.5092811992358,0.3804482070251095,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.03333333333333333,
1992-01-01,354,3881288000000.0,124449.99313193056,970.0406412746272,0.3649331635578137,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.0125,
1992-02-01,354,3881288000000.0,124628.173709793,968.6537766767808,0.3654556545626542,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.0125,
1992-03-01,344,3881288000000.0,124795.08971138755,967.3581823091956,0.3556076810957781,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.004166666666666667,
1992-04-01,339,3984656000000.0,124973.7643793371,991.7013858593303,0.3418367714654843,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.0,
1992-05-01,337,3984656000000.0,125146.91891590692,990.3292578407452,0.34029086521666,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.0,
1992-06-01,341,3984656000000.0,125326.09731334164,988.9133866602284,0.3448229183666223,,0.43778837961808253,0.7061608727298002,1.3808897957389092,0.008333333333333333,
1992-07-01,353,4064621000000.0,125499.7400167376,1007.3634003868872,0.350419719303309,,0.43616891678740144,0.7061608727298002,1.3808897957389092,0.0125,
1992-08-01,343,4064621000000.0,125679.42356379944,1005.9231755367954,0.3409803137470844,,0.43565267576674926,0.7061608727298002,1.3808897957389092,0.004166666666666667,
1992-09-01,345,4064621000000.0,125859.3643717694,1004.4850097724496,0.3434595804253508,,0.4342806264304594,0.7061608727298002,1.3808897957389092,0.0125,
1992-10-01,344,4177009000000.0,126033.74593112308,1030.8310797103416,0.3337113197020236,,0.43372992163937124,0.7061608727298002,1.3808897957389092,0.0,
1992-11-01,335,4177009000000.0,126214.19403815005,1029.3573031797712,0.3254457892950843,,0.43372992163937124,0.7061608727298002,1.3808897957389092,0.0,
1992-12-01,335,4177009000000.0,126389.0672236202,1027.9330740549883,0.3258967032537367,,0.43372399170620707,0.7061608727298002,1.3808897957389092,0.004166666666666667,
1993-01-01,329,4230580000000.0,126570.02405990966,1039.6280456568584,0.316459335023163,,0.43372399170620707,0.7061608727298002,1.3808897957389092,0.0,
1993-02-01,329,4230580000000.0,126751.23998013193,1038.1416921268092,0.316912423896576,,0.4138114034925321,0.7061608727298002,1.3808897957389092,0.004166666666666667,
1993-03-01,330,4230580000000.0,126915.14187252049,1036.8010058588304,0.3182867282489234,,0.413037682471382,0.7061608727298002,1.3808897957389092,0.008333333333333333,
1993-04-01,342,4351950000000.0,127096.85191323028,1065.0206806073322,0.3211205249131624,,0.40983187329301646,0.7061608727298002,1.3808897957389092,0.0125,
1993-05-01,367,4351950000000.0,127272.948045101,1063.5471072746016,0.3450716921608276,,0.399704694869803,0.7061608727298002,1.3808897957389092,0.05,
1993-06-01,372,4351950000000.0,127455.1703727864,1062.0265567239742,0.3502737268148037,,0.39910941529806176,0.7016761545304101,1.3808897957389092,0.05416666666666667,
1993-07-01,392,4411489000000.0,127631.76296459103,1075.066601321906,0.3646285723303051,,0.39706187825391037,0.7007702157206631,1.3808897957389092,0.06666666666666667,
1993-08-01,379,4411489000000.0,127814.49902351972,1073.5295813804105,0.3530410401105654,,0.38533902084455146,0.7007702157206631,1.3808897957389092,0.0625,
1993-09-01,355,4411489000000.0,127997.49671377325,1071.9947589123528,0.3311583354756169,,0.38028710827272716,0.7007702157206631,1.3808897957389092,0.025,
1993-10-01,364,4535687000000.0,128174.84071341704,1100.6499750940245,0.330713676679005,,0.37873841396485786,0.7007702157206631,1.3808897957389092,0.025,
1993-11-01,374,4535687000000.0,128358.35432085878,1099.0763786691646,0.3402857228656522,,0.377663680327643,0.7007702157206631,1.3808897957389092,0.0375,
1993-12-01,383,4535687000000.0,128536.19829849422,1097.5556855298378,0.3489572374773033,,0.3751425693034634,0.7007702157206631,1.3808897957389092,0.06666666666666667,
1994-01-01,387,4575869000000.0,128720.22927762644,1105.6959418203849,0.3500058066260555,,0.3654033718165191,0.6981889086774492,1.3808897957389092,0.07083333333333333,
1994-02-01,382,4575869000000.0,128904.5237420782,1104.1151311899373,0.3459784122225617,,0.36490269298880257,0.6926315050736617,1.3808897957389092,0.06666666666666667,
1994-03-01,384,4575869000000.0,129071.2100433884,1102.6892449107522,0.3482395441619453,,0.363716280033378,0.6892183890669167,1.3808897957389092,0.07083333333333333,
1994-04-01,377,4645802000000.0,129256.0070225779,1117.9410374184947,0.3372270874594187,,0.35535017953983544,0.6861752131214999,1.3808897957389092,0.0375,
1994-05-01,381,4645802000000.0,129435.09472235246,1116.3942429474564,0.3412772883834478,,0.3527780280430526,0.6821620811596325,1.3808897957389092,0.05416666666666667,
1994-06-01,386,4645802000000.0,129620.41269138487,1114.798136983536,0.3462510271540763,,0.35040511731667173,0.6798097425323283,1.3808897957389092,0.07916666666666666,
1994-07-01,385,4692750000000.0,129800.00528508672,1124.5056599974157,0.3423726653371267,,0.35024692556965625,0.6765267686520603,1.3808897957389092,0.0625,
1994-08-01,380,4692750000000.0,129985.84571276535,1122.8979571615027,0.3384100911186766,,0.34990080808079166,0.6729093626841115,1.3808897957389092,0.041666666666666664,
1994-09-01,392,4692750000000.0,130171.95221643135,1121.292552854179,0.3495965428488657,,0.34953255964145025,0.6703923280601805,1.3808897957389092,0.1,
1994-10-01,390,4800150000000.0,130352.30898308849,1145.3679277380872,0.3405019387701781,,0.3488854016361764,0.6686612789760662,1.3808897957389092,0.05416666666666667,
1994-11-01,384,4800150000000.0,130538.94016848106,1143.7303981719017,0.3357434589600591,,0.34804017963835243,0.6676780417234136,1.3808897957389092,0.0375,
1994-12-01,379,4800150000000.0,130719.80540688886,1142.1479212817646,0.3318309239443091,,0.3462237559973603,0.6671308781483734,1.3808897957389092,0.03333333333333333,
1995-01-01,379,4864116000000.0,130906.96275321972,1155.713308359996,0.3279360004409885,,0.3458876331060039,0.6666538099254078,1.3808897957389092,0.025,
1995-02-01,377,4864116000000.0,131094.38806102876,1154.060988029872,0.3266725103008521,,0.3450468067069972,0.6664536944214234,1.3808897957389092,0.025,
1995-03-01,382,4864116000000.0,131263.90607353966,1152.5706002236643,0.3314330592207281,,0.34468634140099186,0.666106174402446,1.3808897957389092,0.041666666666666664,
1995-04-01,391,4951372000000.0,131451.8424329404,1171.5688508394992,0.3337405221381783,,0.3433507338208573,0.6656845276041071,1.3808897957389092,0.05416666666666667,
1995-05-01,385,4951372000000.0,131633.97252216967,1169.947856386067,0.3290744949858304,,0.3423190381664951,0.6622767161412866,1.3808897957389092,0.03333333333333333,
1995-06-01,388,4951372000000.0,131822.43872212732,1168.2751849594183,0.3321135336906756,,0.3417807819078334,0.6584919459298519,1.3808897957389092,0.05416666666666667,
1995-07-01,386,4973983000000.0,132005.08228255616,1171.9864267194005,0.3293553501984515,,0.34124757928435895,0.6576562526039358,1.3808897957389092,0.0375,
1995-08-01,384,4973983000000.0,132194.0798168264,1170.3108407540149,0.3281179551858156,,0.34093244602161593,0.6559088559032747,1.3808897957389092,0.03333333333333333,
1995-09-01,383,4973983000000.0,132383.34794725358,1168.6376503695533,0.3277320389933403,,0.3404808255246118,0.6543223629786822,1.3808897957389092,0.029166666666666667,
1995-10-01,383,4988665000000.0,132566.768662611,1170.4654756575355,0.327220245248875,,0.34029035097806226,0.652623120274051,1.3808897957389092,0.029166666666666667,
1995-11-01,385,4988665000000.0,132756.57038819743,1168.792064191952,0.3293999093552803,,0.34009769283442925,0.650528368543029,1.3808897957389092,0.05416666666666667,
1995-12-01,387,4988665000000.0,132940.50821335884,1167.174911728473,0.3315698410848212,,0.3382916042418229,0.6491622448074462,1.3808897957389092,0.07083333333333333,
1996-01-01,399,5117786000000.0,133130.84503844546,1195.672857909609,0.3337033180610709,,0.33707843006379373,0.6480671419835663,1.3808897957389092,0.08333333333333333,
1996-02-01,405,5117786000000.0,133321.4543772111,1193.963407514766,0.3392063755479803,,0.33707843006379373,0.6444753782503609,1.3808897957389092,0.10833333333333334,
1996-03-01,396,5117786000000.0,133500.0133934351,1192.3664568775778,0.3321126636160127,,0.33554262553819486,0.6404000831597606,1.3808897957389092,0.07916666666666666,
1996-04-01,393,5161076000000.0,133691.15128691707,1200.7332267480194,0.3273000123969029,,0.33373760177957135,0.6404000831597606,1.3808897957389092,0.03333333333333333,
1996-05-01,392,5161076000000.0,133876.38399923508,1199.0718801705516,0.3269195170720235,,0.3337105195292944,0.6404000831597606,1.3808897957389092,0.029166666666666667,
1996-06-01,385,5161076000000.0,134068.06075921553,1197.3575702023666,0.3215413754263321,,0.3335439977694831,0.6404000831597606,1.3808897957389092,0.016666666666666666,
1996-07-01,383,5224811000000.0,134253.8156898193,1210.4668066922925,0.316406858810595,,0.3321134466831067,0.6404000831597606,1.3808897957389092,0.0,
1996-08-01,387,5224811000000.0,134446.0328355004,1208.7362054271086,0.320169114040274,,0.33208447888774645,0.6404000831597606,1.3808897957389092,0.016666666666666666,
1996-09-01,383,5224811000000.0,134638.52518699892,1207.0080783980811,0.3173135348922524,,0.3318048064099123,0.6404000831597606,1.3808897957389092,0.0125,
1996-10-01,381,5323172000000.0,134825.07051152352,1228.0294459679108,0.3102531468206795,,0.3315561603585622,0.6404000831597606,1.3808897957389092,0.0,
1996-11-01,378,5323172000000.0,135018.1055480833,1226.2737354427438,0.3082509141921105,,0.3314055765935428,0.6404000831597606,1.3808897957389092,0.0,
1996-12-01,369,5323172000000.0,135205.17679148243,1224.5770507603902,0.3013285278953029,,0.33111384270537836,0.6404000831597606,1.3808897957389092,0.0,
1997-01-01,355,5380890000000.0,135398.75604307116,1236.0851163344644,0.2871970508412325,,0.33058206450042404,0.6404000831597606,1.3808897957389092,0.0,
1997-02-01,347,5380890000000.0,135592.6124506648,1234.3178886381932,0.281126931071898,,0.3293954531683284,0.6404000831597606,1.3808897957389092,0.0,
1997-03-01,352,5380890000000.0,135767.94711230643,1232.7238547445852,0.2855465144486336,,0.329327253893996,0.6383708718277159,1.3808897957389092,0.004166666666666667,
1997-04-01,344,5376151000000.0,135962.33210713742,1229.877313422839,0.2797026957450111,,0.32897871565568304,0.636907401159721,1.3808897957389092,0.0,
1997-05-01,344,5376151000000.0,136150.71160201688,1228.175642793724,0.2800902314081927,,0.3280997551691789,0.6357865786300169,1.3808897957389092,0.004166666666666667,
1997-06-01,341,5376151000000.0,136345.6446177537,1226.4197232513327,0.2780451044084507,,0.3279155985855058,0.6332339792307573,1.3808897957389092,0.0,
1997-07-01,324,5413146000000.0,136534.55520250203,1233.1505428205169,0.2627416432538177,,0.3276888106842877,0.6315484451916936,1.3808897957389092,0.0,
1997-08-01,324,5413146000000.0,136730.03778415537,1231.3875106764144,0.263117822124104,,0.3272920348071533,0.6306570251542942,1.3808897957389092,0.004166666666666667,
1997-09-01,323,5413146000000.0,136925.8002468958,1229.6269991348122,0.2626812848345625,,0.32719015998680395,0.6277157640786843,1.3808897957389092,0.0,
1997-10-01,325,5502388000000.0,137115.51465298695,1248.1694560147434,0.2603813115549921,,0.3268948079926241,0.6245548205745128,1.3808897957389092,0.0,
1997-11-01,306,5502388000000.0,137311.82902006674,1246.384951369262,0.2455100245424437,,0.3265948465611355,0.6229421124870117,1.3808897957389092,0.0,
1997-12-01,289,5502388000000.0,137502.07827948214,1244.6604406061408,0.2321918417036369,,0.3258515837582359,0.6201537626252245,1.3808897957389092,0.0,
1998-01-01,289,5542426000000.0,137698.9461068604,1251.92474751929,0.2308445460261556,,0.32505322387316393,0.6122056403650917,1.3808897957389092,0.0,
1998-02-01,297,5542426000000.0,137896.0957986435,1250.13487394325,0.2375743659267619,,0.32149926556702574,0.6052242512749924,1.3808897957389092,0.008333333333333333,
1998-03-01,296,5542426000000.0,138074.4090921303,1248.5204135364213,0.2370806250268532,,0.3210252567402043,0.6035910422155255,1.3808897957389092,0.008333333333333333,
1998-04-01,308,5547935000000.0,138272.09635093127,1247.9746235572666,0.2467998901468581,,0.3199803755746706,0.6018100937197913,1.3808897957389092,0.020833333333333332,
1998-05-01,299,5547935000000.0,138463.67608675096,1246.2479133077063,0.2399201609946246,,0.31818927474977793,0.5999486354593608,1.3808897957389092,0.016666666666666666,
1998-06-01,292,5547935000000.0,138661.92067638255,1244.4661558868677,0.2346387634719616,,0.3172734009576897,0.5985480278143304,1.3808897957389092,0.008333333333333333,
1998-07-01,293,5526193000000.0,138854.040524367,1237.8740651046344,0.2366961294848951,,0.316867085832713,0.5973317531169989,1.3808897957389092,0.0125,
1998-08-01,284,5526193000000.0,139052.84401608707,1236.10427975293,0.2297540787228447,,0.31645408701028593,0.5969183729655012,1.3808897957389092,0.0,
1998-09-01,289,5526193000000.0,139251.9321435885,1234.337024658769,0.2341337853653816,,0.3157860346383504,0.5951085386661437,1.3808897957389092,0.0125,
1998-10-01,296,5614217000000.0,139444.86946844647,1252.2631252402357,0.2363720483610144,,0.3100523397026248,0.5932009326303649,1.3808897957389092,0.020833333333333332,
1998-11-01,294,5614217000000.0,139644.51887618483,1250.4727678864429,0.2351110776262011,,0.30755157890129003,0.5835306973517966,1.3808897957389092,0.020833333333333332,
1998-12-01,292,5614217000000.0,139838.00014059752,1248.7426011792456,0.2338352193032021,,0.2998846404160684,0.5674591283076317,1.3808897957389092,0.0125,
1999-01-01,287,5651615000000.0,140038.21241096515,1255.2636372394932,0.2286372292526171,,0.28703156878446145,0.5516447813398179,1.3808897957389092,0.0,
1999-02-01,287,5651615000000.0,140238.71133412505,1253.4689900614492,0.2289645793199322,,0.28510144738358534,0.5409976408434074,1.3808897957389092,0.004166666666666667,
1999-03-01,286,5651615000000.0,140420.05386124668,1251.850223880438,0.2284618355648553,,0.281023088667991,0.5371503734521264,1.3808897957389092,0.0,
1999-04-01,283,5638780000000.0,140621.09948375585,1247.2215292231192,0.2269043577016166,,0.28005145369178847,0.5321856725383199,1.3808897957389092,0.0,
1999-05-01,276,5638780000000.0,140815.93382705963,1245.4958609624596,0.2215984883215271,,0.27953649289565724,0.5265990195589418,1.3808897957389092,0.0,
